price,taxes,outbound 1 airport departure,outbound 1 airport arrival,outbound 1 time departure,outbound 1 time arrival,outbound 1 flight number,outbound 2 airport departure,outbound 2 airport arrival,outbound 2 time departure,outbound 2 time arrival,outbound 2 flight number,inbound 1 airport departure,inbound 1 airport arrival,inbound 1 time departure,inbound 1 time arrival,inbound 1 flight number,inbound 2 airport departure,inbound 2 airport arrival,inbound 2 time departure,inbound 2 time arrival,inbound 2 flight number
4532.89,808.89,JFK,MAD,2024/02/14 19:30,2024/02/15 08:45,UX3392,MAD,AUH,2024/02/15 14:00,2024/02/15 23:40,UX2703,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,MAD,JFK,2024/04/17 10:45,2024/04/17 13:30,UX3391
7116.99,1188.99,JFK,MAD,2024/02/14 19:30,2024/02/15 08:45,UX3392,MAD,AUH,2024/02/15 14:00,2024/02/15 23:40,UX2703,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,MAD,JFK,2024/04/17 10:45,2024/04/17 13:30,UX3391
1716.79,428.78999999999996,JFK,MAD,2024/02/18 19:30,2024/02/19 08:45,UX3392,MAD,AUH,2024/02/19 14:00,2024/02/19 23:40,UX2703,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,MAD,JFK,2024/04/17 10:45,2024/04/17 13:30,UX3391
1787.79,428.78999999999996,JFK,MAD,2024/02/18 19:30,2024/02/19 08:45,UX3392,MAD,AUH,2024/02/19 14:00,2024/02/19 23:40,UX2703,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,MAD,JFK,2024/04/17 10:45,2024/04/17 13:30,UX3391
1787.79,428.78999999999996,JFK,MAD,2024/02/18 19:30,2024/02/19 08:45,UX3392,MAD,AUH,2024/02/19 14:00,2024/02/19 23:40,UX2703,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,MAD,JFK,2024/04/17 10:45,2024/04/17 13:30,UX3391
1858.79,428.78999999999996,JFK,MAD,2024/02/18 19:30,2024/02/19 08:45,UX3392,MAD,AUH,2024/02/19 14:00,2024/02/19 23:40,UX2703,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,MAD,JFK,2024/04/17 10:45,2024/04/17 13:30,UX3391
4395.89,808.89,JFK,MAD,2024/02/18 19:30,2024/02/19 08:45,UX3392,MAD,AUH,2024/02/19 14:00,2024/02/19 23:40,UX2703,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,MAD,JFK,2024/04/17 10:45,2024/04/17 13:30,UX3391
4439.89,808.89,JFK,MAD,2024/02/18 19:30,2024/02/19 08:45,UX3392,MAD,AUH,2024/02/19 14:00,2024/02/19 23:40,UX2703,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,MAD,JFK,2024/04/17 10:45,2024/04/17 13:30,UX3391
4465.89,808.89,JFK,MAD,2024/02/18 19:30,2024/02/19 08:45,UX3392,MAD,AUH,2024/02/19 14:00,2024/02/19 23:40,UX2703,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,MAD,JFK,2024/04/17 10:45,2024/04/17 13:30,UX3391
4510.89,808.89,JFK,MAD,2024/02/18 19:30,2024/02/19 08:45,UX3392,MAD,AUH,2024/02/19 14:00,2024/02/19 23:40,UX2703,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,MAD,JFK,2024/04/17 10:45,2024/04/17 13:30,UX3391
7116.99,1188.99,JFK,MAD,2024/02/18 19:30,2024/02/19 08:45,UX3392,MAD,AUH,2024/02/19 14:00,2024/02/19 23:40,UX2703,AUH,MAD,2024/04/16 07:30,2024/04/16 12:30,UX2702,MAD,JFK,2024/04/17 10:45,2024/04/17 13:30,UX3391
375.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 07:40,2024/02/19 10:15,UX3766,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
375.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 07:40,2024/02/19 10:15,UX3766,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
375.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 07:40,2024/02/19 10:15,UX3766,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
391.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 07:40,2024/02/19 10:15,UX3766,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
391.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 07:40,2024/02/19 10:15,UX3766,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
391.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 07:40,2024/02/19 10:15,UX3766,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
454.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
470.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
689.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
689.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
689.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
689.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
705.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
705.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
705.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
705.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
725.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
725.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
725.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
725.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
725.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
725.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
725.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/16 21:10,2024/04/16 22:30,UX3774
741.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
741.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
741.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
741.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
741.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
741.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
741.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
760.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 07:40,2024/02/19 10:15,UX3766,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
760.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 07:40,2024/02/19 10:15,UX3766,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
760.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 07:40,2024/02/19 10:15,UX3766,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
796.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 07:40,2024/02/19 10:15,UX3766,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
796.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 07:40,2024/02/19 10:15,UX3766,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
796.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 07:40,2024/02/19 10:15,UX3766,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
838.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
875.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1073.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1073.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1073.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1073.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1110.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1146.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1146.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1146.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1146.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1146.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1146.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
1146.38,70.38,CPH,AMS,2024/02/18 14:10,2024/02/18 15:35,UX3757,AMS,MAD,2024/02/19 09:45,2024/02/19 12:15,UX3768,MAD,AMS,2024/04/16 13:00,2024/04/16 15:40,UX3765,AMS,CPH,2024/04/17 12:20,2024/04/17 13:40,UX3786
304.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
304.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
304.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
304.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
304.38,70.38,CPH,AMS,2024/02/13 14:10,2024/02/13 15:35,UX3757,AMS,MAD,2024/02/14 07:40,2024/02/14 10:15,UX3766,MAD,AMS,2024/04/16 20:25,2024/04/16 23:00,UX3769,AMS,CPH,2024/04/17 16:50,2024/04/17 18:10,UX3771
